id,magnitude,color_index,size,ellipticity,label
obj_0076626,16.98,0.52,2.15,0.12,elliptical
obj_0076627,15.62,0.51,3.76,0.33,spiral
obj_0076628,15.14,0.59,1.52,0.16,spiral
obj_0076629,16.14,0.12,2.07,0.67,spiral
obj_0076630,17.14,0.58,3.17,0.28,elliptical
obj_0076631,17.12,1.28,3.57,0.19,elliptical
obj_0076632,16.92,1.21,1.62,0.31,elliptical
obj_0076633,18.06,0.63,1.43,0.02,spiral
obj_0076634,15.86,0.91,2.04,0.02,elliptical
obj_0076635,15.46,0.59,3.38,0.37,spiral
obj_0076636,15.77,0.63,4.29,0.54,spiral
obj_0076637,14.79,0.85,2.76,0.27,spiral
obj_0076638,14.75,0.57,3.32,0.07,spiral
obj_0076639,17.11,1.07,3.01,0.02,spiral
obj_0076640,17.25,0.05,3.55,0.12,spiral
obj_0076641,12.03,0.36,3.21,0.07,elliptical
obj_0076642,17.41,0.75,1.57,0.01,spiral
obj_0076643,15.38,0.2,1.98,0.17,spiral
obj_0076644,15.05,0.3,2.26,0.0,spiral
obj_0076645,15.51,0.59,2.07,0.13,elliptical
obj_0076646,14.11,-0.05,2.54,0.03,spiral
obj_0076647,15.75,0.15,1.25,0.25,spiral
obj_0076648,18.87,0.18,3.82,0.05,spiral
obj_0076649,13.68,0.64,3.55,0.06,spiral
obj_0076650,16.93,0.42,1.7,0.04,spiral
obj_0076651,17.46,0.63,2.68,0.16,spiral
obj_0076652,16.87,0.53,2.67,0.53,spiral
obj_0076653,18.3,0.93,3.22,0.18,spiral
obj_0076654,17.47,0.25,2.21,0.51,spiral
obj_0076655,17.01,0.74,3.83,0.01,spiral
obj_0076656,17.56,0.41,1.84,0.13,spiral
obj_0076657,17.49,0.61,2.56,0.06,elliptical
obj_0076658,15.48,-0.05,2.76,0.16,spiral
obj_0076659,16.95,0.13,2.21,0.09,elliptical
obj_0076660,15.59,0.58,1.26,0.23,elliptical
obj_0076661,14.0,0.78,2.66,0.06,spiral
obj_0076662,18.76,-0.14,0.98,0.05,spiral
obj_0076663,15.17,0.36,3.28,0.04,spiral
obj_0076664,17.64,0.28,3.11,0.14,elliptical
obj_0076665,16.8,0.58,3.8,0.12,spiral
obj_0076666,14.66,0.97,0.92,0.15,elliptical
obj_0076667,14.84,0.64,0.82,0.21,spiral
obj_0076668,16.6,0.52,3.59,0.01,elliptical
obj_0076669,16.6,0.35,1.5,0.2,elliptical
obj_0076670,15.44,0.63,1.65,0.46,spiral
obj_0076671,13.63,1.27,3.94,0.27,spiral
obj_0076672,17.2,0.77,3.4,0.26,spiral
obj_0076673,11.61,0.54,1.17,0.11,elliptical
obj_0076674,16.52,0.11,0.77,0.5,spiral
obj_0076675,17.7,1.08,1.13,0.03,spiral
obj_0076676,13.23,0.81,3.65,0.03,spiral
obj_0076677,16.24,0.71,1.46,0.39,elliptical
obj_0076678,15.42,0.87,3.77,0.37,elliptical
obj_0076679,16.29,1.11,1.86,0.02,spiral
obj_0076680,17.47,0.36,3.05,0.03,spiral
obj_0076681,13.98,0.78,3.13,0.03,elliptical
obj_0076682,15.67,0.94,1.49,0.4,spiral
obj_0076683,15.75,0.48,2.73,0.1,spiral
obj_0076684,13.08,0.79,2.25,0.23,spiral
obj_0076685,16.86,0.37,4.2,0.24,elliptical
obj_0076686,18.44,0.59,2.34,0.01,spiral
obj_0076687,17.01,0.67,2.89,0.14,elliptical
obj_0076688,16.19,0.44,2.6,0.03,spiral
obj_0076689,17.33,0.3,1.36,0.12,elliptical
obj_0076690,15.11,0.53,3.11,0.17,elliptical
obj_0076691,14.68,0.97,3.12,0.04,elliptical
obj_0076692,16.77,0.73,2.66,0.11,spiral
obj_0076693,16.34,1.01,2.27,0.13,spiral
obj_0076694,16.47,0.0,2.79,0.11,spiral
obj_0076695,14.71,0.64,1.15,0.02,spiral
obj_0076696,13.74,0.45,1.31,0.02,spiral
obj_0076697,14.44,0.33,2.41,0.03,spiral
obj_0076698,14.72,0.2,4.48,0.03,spiral
obj_0076699,12.94,0.76,3.46,0.05,elliptical
obj_0076700,16.71,0.26,1.43,0.18,elliptical
obj_0076701,14.07,0.61,1.74,0.2,spiral
obj_0076702,13.98,0.69,2.84,0.03,spiral
obj_0076703,15.61,0.69,2.21,0.43,spiral
obj_0076704,14.64,0.51,2.89,0.11,spiral
obj_0076705,13.63,0.96,2.78,0.51,spiral
obj_0076706,13.8,1.2,2.37,0.11,elliptical
obj_0076707,16.8,0.86,3.27,0.17,spiral
obj_0076708,15.5,0.29,2.5,0.23,elliptical
obj_0076709,13.73,0.78,2.91,0.08,elliptical
obj_0076710,18.18,0.53,3.17,0.05,spiral
obj_0076711,14.93,0.95,4.08,0.02,spiral
obj_0076712,16.79,0.51,1.51,0.33,spiral
obj_0076713,15.84,1.31,3.68,0.31,spiral
obj_0076714,16.15,0.61,2.58,0.42,spiral
obj_0076715,16.03,0.97,0.79,0.02,spiral
obj_0076716,13.93,0.47,1.6,0.51,elliptical
obj_0076717,19.37,0.12,2.01,0.07,spiral
obj_0076718,14.86,0.36,4.57,0.21,elliptical
obj_0076719,17.24,0.74,1.91,0.58,elliptical
obj_0076720,14.81,1.08,2.27,0.04,elliptical
obj_0076721,14.34,0.49,2.43,0.39,spiral
obj_0076722,18.05,0.18,1.59,0.08,elliptical
obj_0076723,18.34,0.8,2.1,0.02,elliptical
obj_0076724,16.68,0.01,3.14,0.13,spiral
obj_0076725,17.21,1.08,2.1,0.12,spiral
obj_0076726,14.12,0.4,3.11,0.22,spiral
obj_0076727,16.99,0.89,3.41,0.03,elliptical
obj_0076728,16.97,0.52,0.85,0.31,spiral
obj_0076729,16.66,0.39,1.23,0.02,spiral
obj_0076730,18.47,0.51,3.13,0.14,spiral
obj_0076731,12.58,0.86,3.92,0.39,elliptical
obj_0076732,15.73,0.94,1.56,0.24,spiral
obj_0076733,18.22,0.73,2.85,0.0,spiral
obj_0076734,14.33,0.77,2.43,0.08,elliptical
obj_0076735,16.97,0.88,3.29,0.06,elliptical
obj_0076736,15.27,-0.12,1.3,0.4,elliptical
obj_0076737,16.13,0.78,2.64,0.07,elliptical
obj_0076738,14.41,0.32,3.05,0.08,elliptical
obj_0076739,19.39,0.54,1.76,0.17,spiral
obj_0076740,14.28,0.23,2.87,0.18,elliptical
obj_0076741,15.8,0.47,2.52,0.07,elliptical
obj_0076742,15.61,0.62,3.85,0.05,spiral
obj_0076743,17.61,0.7,3.21,0.13,spiral
obj_0076744,16.1,0.7,3.62,0.04,spiral
obj_0076745,13.64,0.58,3.13,0.06,spiral
obj_0076746,15.03,0.69,2.94,0.13,spiral
obj_0076747,12.76,0.77,1.77,0.03,spiral
obj_0076748,16.11,0.69,1.33,0.36,elliptical
obj_0076749,18.67,0.51,2.9,0.07,elliptical
obj_0076750,15.7,0.52,2.91,0.43,spiral
obj_0076751,16.51,0.6,2.31,0.11,elliptical
obj_0076752,17.65,1.36,4.07,0.03,elliptical
obj_0076753,14.96,0.18,2.91,0.22,spiral
obj_0076754,17.65,0.67,2.13,0.47,spiral
obj_0076755,18.87,0.61,3.1,0.15,spiral
obj_0076756,13.34,0.54,1.71,0.42,elliptical
obj_0076757,17.71,0.1,3.94,0.05,spiral
obj_0076758,13.78,0.88,2.68,0.34,spiral
obj_0076759,14.84,1.15,1.38,0.03,spiral
obj_0076760,17.7,0.91,3.68,0.23,elliptical
obj_0076761,16.48,0.34,1.28,0.02,elliptical
obj_0076762,15.31,0.33,3.12,0.15,spiral
obj_0076763,19.35,0.87,1.09,0.05,elliptical
obj_0076764,15.51,0.58,2.73,0.06,elliptical
obj_0076765,17.64,0.25,2.31,0.0,spiral
obj_0076766,15.54,0.96,2.18,0.3,elliptical
obj_0076767,16.69,0.43,1.88,0.25,spiral
obj_0076768,16.74,0.68,2.6,0.18,spiral
obj_0076769,16.12,1.11,1.36,0.23,spiral
obj_0076770,13.87,0.53,2.51,0.1,spiral
obj_0076771,16.42,-0.11,1.82,0.45,elliptical
obj_0076772,15.13,0.02,1.83,0.2,spiral
obj_0076773,15.31,0.33,2.43,0.19,spiral
obj_0076774,16.89,0.39,2.31,0.1,spiral
obj_0076775,16.79,0.49,0.36,0.01,spiral
obj_0076776,14.87,0.69,2.94,0.22,spiral
obj_0076777,16.33,1.17,3.21,0.3,elliptical
obj_0076778,16.03,0.64,2.52,0.05,elliptical
obj_0076779,14.71,0.79,2.98,0.17,spiral
obj_0076780,14.8,0.71,3.34,0.38,spiral
obj_0076781,14.82,0.25,2.67,0.07,spiral
obj_0076782,15.98,0.58,1.83,0.34,elliptical
obj_0076783,15.54,0.15,1.93,0.25,spiral
obj_0076784,16.31,0.52,2.51,0.3,elliptical
obj_0076785,14.68,0.6,1.13,0.05,spiral
obj_0076786,15.74,0.59,2.23,0.04,spiral
obj_0076787,15.85,0.83,4.31,0.21,spiral
obj_0076788,16.49,1.13,2.71,0.45,spiral
obj_0076789,18.2,0.29,2.28,0.18,spiral
obj_0076790,17.61,0.36,3.88,0.4,elliptical
obj_0076791,15.89,0.36,2.32,0.26,elliptical
obj_0076792,13.61,0.64,2.16,0.01,spiral
obj_0076793,15.23,0.77,2.91,0.18,elliptical
obj_0076794,17.38,1.14,2.26,0.02,spiral
obj_0076795,15.92,0.3,2.5,0.15,spiral
obj_0076796,14.11,0.26,1.92,0.31,spiral
obj_0076797,15.69,0.47,3.23,0.04,spiral
obj_0076798,15.29,0.91,3.94,0.39,elliptical
obj_0076799,17.89,0.62,3.05,0.53,spiral
obj_0076800,15.13,0.98,2.6,0.18,spiral
obj_0076801,16.62,0.33,1.69,0.22,spiral
obj_0076802,17.03,0.56,2.1,0.41,spiral
obj_0076803,14.14,0.28,4.26,0.06,elliptical
obj_0076804,14.88,0.49,2.19,0.13,spiral
obj_0076805,15.36,0.4,1.98,0.27,elliptical
obj_0076806,16.21,0.22,3.69,0.1,elliptical
obj_0076807,15.11,0.74,0.96,0.02,elliptical
obj_0076808,13.94,1.15,1.55,0.26,spiral
obj_0076809,14.49,0.52,2.35,0.01,spiral
obj_0076810,17.41,0.09,1.73,0.16,elliptical
obj_0076811,19.11,0.35,2.45,0.04,spiral
obj_0076812,16.46,0.56,2.38,0.41,spiral
obj_0076813,17.62,0.52,2.78,0.12,spiral
obj_0076814,16.53,0.87,2.9,0.01,spiral
obj_0076815,17.05,0.17,1.66,0.01,spiral
obj_0076816,17.11,0.66,3.31,0.25,spiral
obj_0076817,17.02,0.29,3.57,0.32,spiral
obj_0076818,16.53,0.38,2.22,0.03,spiral
obj_0076819,16.21,0.34,2.45,0.48,elliptical
obj_0076820,15.39,0.45,3.87,0.04,spiral
obj_0076821,16.79,0.92,2.8,0.01,elliptical
obj_0076822,16.47,0.57,3.26,0.04,elliptical
obj_0076823,14.64,0.84,2.64,0.41,spiral
obj_0076824,17.78,0.34,3.51,0.18,spiral
obj_0076825,17.49,0.38,2.43,0.19,spiral
obj_0076826,16.29,0.27,2.97,0.09,spiral
obj_0076827,17.77,1.15,2.86,0.25,spiral
obj_0076828,17.09,1.05,4.09,0.16,elliptical
obj_0076829,15.34,0.57,3.22,0.32,elliptical
obj_0076830,13.28,0.77,1.65,0.06,elliptical
obj_0076831,13.23,0.93,1.63,0.13,spiral
obj_0076832,17.89,1.1,3.69,0.15,spiral
obj_0076833,15.96,0.01,3.14,0.06,elliptical
obj_0076834,15.44,1.06,1.38,0.11,spiral
obj_0076835,15.01,0.65,2.38,0.14,spiral
obj_0076836,16.1,0.49,3.5,0.1,spiral
obj_0076837,17.37,0.31,1.92,0.03,elliptical
obj_0076838,14.78,0.69,3.95,0.57,elliptical
obj_0076839,16.14,1.04,3.83,0.51,elliptical
obj_0076840,19.99,0.34,2.02,0.21,spiral
obj_0076841,18.72,0.73,1.33,0.11,elliptical
obj_0076842,12.65,0.7,3.66,0.23,spiral
obj_0076843,13.28,1.04,1.52,0.03,spiral
obj_0076844,18.71,0.65,2.45,0.49,elliptical
obj_0076845,17.34,0.52,3.52,0.56,elliptical
obj_0076846,16.08,0.41,0.95,0.03,spiral
obj_0076847,16.79,0.34,3.42,0.11,elliptical
obj_0076848,15.53,0.04,2.42,0.1,spiral
obj_0076849,15.0,0.15,2.43,0.71,spiral
obj_0076850,17.1,0.16,2.67,0.11,spiral
obj_0076851,15.85,0.57,1.97,0.22,spiral
obj_0076852,17.3,0.69,2.32,0.06,elliptical
obj_0076853,15.18,0.54,3.49,0.12,elliptical
obj_0076854,17.07,0.42,2.51,0.13,elliptical
obj_0076855,16.47,-0.03,2.82,0.18,spiral
obj_0076856,14.0,0.66,2.81,0.23,spiral
obj_0076857,18.21,0.79,3.69,0.12,elliptical
obj_0076858,13.89,0.37,2.45,0.45,spiral
obj_0076859,18.0,0.75,2.98,0.22,elliptical
obj_0076860,16.68,0.44,2.9,0.11,spiral
obj_0076861,16.96,0.42,3.49,0.36,elliptical
obj_0076862,15.26,0.14,2.2,0.5,spiral
obj_0076863,15.45,-0.11,1.58,0.14,spiral
obj_0076864,16.01,0.26,2.24,0.04,elliptical
obj_0076865,14.07,0.31,2.08,0.28,spiral
obj_0076866,16.86,0.79,2.33,0.09,spiral
obj_0076867,15.46,0.71,2.22,0.07,spiral
obj_0076868,12.82,0.76,1.41,0.0,spiral
obj_0076869,18.83,0.12,2.16,0.09,elliptical
obj_0076870,16.4,0.6,2.15,0.1,elliptical
obj_0076871,16.49,0.39,1.89,0.29,spiral
obj_0076872,14.96,0.87,2.37,0.08,elliptical
obj_0076873,16.5,0.48,1.97,0.2,spiral
obj_0076874,17.1,1.02,1.16,0.08,spiral
obj_0076875,13.82,0.09,2.54,0.02,spiral
obj_0076876,16.91,0.45,2.87,0.21,elliptical
obj_0076877,14.41,0.32,1.24,0.02,elliptical
obj_0076878,14.07,1.0,3.56,0.04,elliptical
obj_0076879,14.68,0.03,1.43,0.11,spiral
obj_0076880,19.15,0.12,3.96,0.03,spiral
obj_0076881,17.18,0.55,2.9,0.18,spiral
obj_0076882,15.97,0.67,3.31,0.34,spiral
obj_0076883,18.55,0.38,3.25,0.02,spiral
obj_0076884,14.62,0.49,2.57,0.32,spiral
obj_0076885,14.46,0.77,1.78,0.01,spiral
obj_0076886,14.63,0.59,3.1,0.22,spiral
obj_0076887,18.82,0.47,3.87,0.22,spiral
obj_0076888,17.3,0.66,2.33,0.07,elliptical
obj_0076889,14.78,0.12,2.35,0.07,spiral
obj_0076890,14.96,0.78,2.31,0.08,elliptical
obj_0076891,16.42,0.25,2.23,0.06,elliptical
obj_0076892,14.3,0.81,3.23,0.13,spiral
obj_0076893,15.73,0.49,1.54,0.08,spiral
obj_0076894,14.51,0.52,1.75,0.19,elliptical
obj_0076895,15.9,0.95,1.45,0.08,spiral
obj_0076896,17.22,0.67,2.73,0.03,elliptical
obj_0076897,18.61,0.93,2.17,0.17,spiral
obj_0076898,13.65,0.2,1.87,0.03,spiral
obj_0076899,16.9,1.22,1.43,0.11,spiral
obj_0076900,17.02,0.69,3.19,0.07,elliptical
obj_0076901,15.65,0.92,3.64,0.51,spiral
obj_0076902,15.11,0.6,2.69,0.34,spiral
obj_0076903,15.11,0.35,2.58,0.19,elliptical
obj_0076904,13.22,1.06,1.71,0.27,spiral
obj_0076905,17.17,0.51,1.38,0.08,spiral
obj_0076906,14.85,0.59,2.79,0.12,spiral
obj_0076907,13.5,0.68,2.14,0.17,spiral
obj_0076908,16.48,1.0,1.46,0.16,elliptical
obj_0076909,16.47,0.74,2.83,0.16,spiral
obj_0076910,17.27,0.6,4.81,0.29,spiral
obj_0076911,18.73,1.0,1.84,0.03,elliptical
obj_0076912,16.06,0.12,1.82,0.31,spiral
obj_0076913,15.55,0.67,2.33,0.07,spiral
obj_0076914,15.41,0.35,1.67,0.12,spiral
obj_0076915,15.56,0.13,3.08,0.14,spiral
obj_0076916,14.89,0.87,3.41,0.36,spiral
obj_0076917,15.35,0.04,2.39,0.07,spiral
obj_0076918,14.92,0.41,3.44,0.18,spiral
obj_0076919,14.44,-0.04,1.39,0.36,spiral
obj_0076920,18.61,0.23,3.24,0.27,spiral
obj_0076921,18.08,0.5,2.78,0.13,elliptical
obj_0076922,13.21,0.44,2.41,0.03,elliptical
obj_0076923,16.48,0.89,4.08,0.02,elliptical
obj_0076924,15.9,1.53,3.14,0.18,elliptical
obj_0076925,16.22,0.04,2.7,0.22,elliptical
obj_0076926,13.82,0.39,2.4,0.61,spiral
obj_0076927,13.23,0.36,4.34,0.03,spiral
obj_0076928,15.92,0.42,3.84,0.52,spiral
obj_0076929,15.45,1.02,3.85,0.06,spiral
obj_0076930,15.18,0.6,2.84,0.19,elliptical
obj_0076931,15.69,0.8,1.53,0.16,spiral
obj_0076932,16.9,0.29,3.69,0.02,elliptical
obj_0076933,17.32,0.0,3.36,0.34,spiral
obj_0076934,14.53,0.98,2.52,0.09,elliptical
obj_0076935,14.67,1.16,2.5,0.1,spiral
obj_0076936,16.23,0.56,3.07,0.2,spiral
obj_0076937,17.83,0.88,1.86,0.29,elliptical
obj_0076938,15.68,0.81,1.6,0.14,elliptical
obj_0076939,16.22,0.85,3.08,0.03,elliptical
obj_0076940,13.95,0.38,2.11,0.3,spiral
obj_0076941,12.71,1.12,3.22,0.12,spiral
obj_0076942,19.47,0.62,3.07,0.28,elliptical
obj_0076943,16.42,0.74,1.2,0.06,spiral
obj_0076944,14.47,0.59,3.44,0.08,spiral
obj_0076945,12.79,0.4,1.17,0.27,spiral
obj_0076946,18.17,0.47,3.3,0.47,elliptical
obj_0076947,14.58,1.42,1.7,0.19,elliptical
obj_0076948,14.58,0.5,0.05,0.19,spiral
obj_0076949,14.92,0.68,2.0,0.14,spiral
obj_0076950,16.21,0.46,1.46,0.1,spiral
obj_0076951,16.96,0.75,2.46,0.03,spiral
obj_0076952,15.55,0.76,0.63,0.04,spiral
obj_0076953,14.43,0.55,1.54,0.15,elliptical
obj_0076954,19.45,0.12,2.7,0.25,spiral
obj_0076955,15.26,0.78,0.97,0.22,elliptical
obj_0076956,16.02,0.96,1.59,0.3,elliptical
obj_0076957,13.75,0.44,2.52,0.16,elliptical
obj_0076958,16.87,0.56,3.01,0.13,elliptical
obj_0076959,17.64,0.11,4.17,0.14,spiral
obj_0076960,14.71,0.18,2.78,0.18,elliptical
obj_0076961,13.24,0.2,1.04,0.02,spiral
obj_0076962,15.43,0.54,2.96,0.25,spiral
obj_0076963,18.84,0.56,3.04,0.29,elliptical
obj_0076964,15.04,0.42,2.85,0.03,elliptical
obj_0076965,19.8,0.25,1.59,0.01,spiral
obj_0076966,15.16,0.23,2.18,0.22,spiral
obj_0076967,13.26,0.23,3.31,0.22,spiral
obj_0076968,15.24,0.52,3.61,0.19,spiral
obj_0076969,13.19,0.41,0.95,0.14,spiral
obj_0076970,14.92,0.53,2.08,0.09,spiral
obj_0076971,16.57,0.87,2.99,0.33,spiral
obj_0076972,15.3,0.65,2.35,0.2,elliptical
obj_0076973,17.65,0.6,2.76,0.24,spiral
obj_0076974,15.2,0.97,2.45,0.45,elliptical
obj_0076975,13.76,0.45,2.13,0.46,spiral
obj_0076976,16.22,0.76,3.26,0.04,spiral
obj_0076977,15.78,0.67,1.69,0.17,elliptical
obj_0076978,15.96,1.0,2.29,0.11,spiral
obj_0076979,14.09,0.62,2.89,0.54,spiral
obj_0076980,16.4,0.94,1.51,0.16,spiral
obj_0076981,18.08,0.08,3.06,0.36,spiral
obj_0076982,14.03,0.58,3.46,0.05,spiral
obj_0076983,13.13,0.42,2.85,0.08,elliptical
obj_0076984,13.68,0.92,2.08,0.1,spiral
obj_0076985,15.96,0.56,1.85,0.28,elliptical
obj_0076986,13.59,0.3,1.51,0.05,spiral
obj_0076987,16.49,0.57,2.68,0.28,elliptical
obj_0076988,16.53,0.4,1.8,0.08,spiral
obj_0076989,16.55,0.24,0.9,0.05,spiral
obj_0076990,19.88,0.78,2.62,0.16,spiral
obj_0076991,13.2,0.81,2.38,0.1,spiral
obj_0076992,13.44,0.5,3.51,0.13,spiral
obj_0076993,17.92,0.55,2.03,0.03,elliptical
obj_0076994,16.8,0.69,1.19,0.05,elliptical
obj_0076995,17.72,0.96,4.08,0.19,spiral
obj_0076996,12.94,0.39,2.3,0.16,elliptical
obj_0076997,13.96,0.53,3.71,0.34,elliptical
obj_0076998,17.47,0.83,2.83,0.03,elliptical
obj_0076999,15.75,0.36,1.98,0.18,elliptical
obj_0077000,17.97,0.66,2.25,0.21,spiral
obj_0077001,15.37,0.64,3.62,0.39,spiral
obj_0077002,15.68,0.7,2.87,0.08,spiral
obj_0077003,19.44,0.63,2.57,0.17,spiral
obj_0077004,14.44,0.47,1.92,0.18,spiral
obj_0077005,17.11,0.82,2.2,0.42,elliptical
obj_0077006,13.65,0.26,1.58,0.08,spiral
obj_0077007,14.7,0.8,2.84,0.02,elliptical
obj_0077008,17.11,0.16,2.27,0.22,elliptical
obj_0077009,13.88,0.55,1.25,0.01,elliptical
obj_0077010,17.31,0.96,3.13,0.39,elliptical
obj_0077011,15.67,1.01,1.14,0.1,spiral
obj_0077012,14.54,0.89,2.23,0.03,elliptical
obj_0077013,15.84,0.76,2.74,0.13,elliptical
obj_0077014,15.12,0.64,2.99,0.15,elliptical
obj_0077015,14.93,0.35,1.37,0.09,spiral
obj_0077016,15.26,0.98,3.69,0.17,elliptical
obj_0077017,13.91,0.7,2.32,0.17,spiral
obj_0077018,13.36,1.58,2.32,0.02,elliptical
obj_0077019,12.81,0.72,3.83,0.16,elliptical
obj_0077020,16.76,1.09,4.76,0.19,spiral
obj_0077021,16.65,0.89,2.38,0.37,spiral
obj_0077022,14.81,0.64,2.59,0.21,elliptical
obj_0077023,15.81,0.89,2.63,0.04,spiral
obj_0077024,18.08,0.6,2.96,0.1,spiral
obj_0077025,15.06,0.56,4.06,0.03,spiral
obj_0077026,15.6,0.76,2.71,0.05,spiral
obj_0077027,18.91,0.87,2.45,0.18,elliptical
obj_0077028,16.58,0.41,2.32,0.06,spiral
obj_0077029,17.36,0.66,1.47,0.12,elliptical
obj_0077030,17.07,0.27,2.38,0.17,spiral
obj_0077031,16.76,0.59,3.57,0.21,spiral
obj_0077032,14.91,0.47,2.24,0.28,spiral
obj_0077033,14.54,0.57,2.68,0.07,spiral
obj_0077034,17.01,0.34,2.17,0.14,spiral
obj_0077035,16.79,0.24,2.3,0.19,spiral
obj_0077036,16.35,0.94,3.45,0.09,elliptical
obj_0077037,16.44,0.99,3.46,0.21,elliptical
obj_0077038,14.84,0.52,2.53,0.23,spiral
obj_0077039,14.23,0.05,3.34,0.02,spiral
obj_0077040,14.9,0.42,2.02,0.07,spiral
obj_0077041,15.62,0.66,1.79,0.13,elliptical
obj_0077042,15.11,1.07,2.04,0.07,spiral
obj_0077043,18.35,0.26,3.96,0.05,elliptical
obj_0077044,18.21,0.36,2.97,0.01,elliptical
obj_0077045,17.28,0.27,2.04,0.45,elliptical
obj_0077046,17.83,0.74,2.5,0.03,spiral
obj_0077047,14.06,0.49,1.7,0.08,spiral
obj_0077048,17.08,0.14,2.28,0.06,elliptical
obj_0077049,15.95,0.53,2.65,0.49,spiral
obj_0077050,15.31,0.53,1.9,0.03,spiral
obj_0077051,15.58,0.7,2.44,0.13,spiral
obj_0077052,15.59,0.57,1.48,0.13,spiral
obj_0077053,15.43,0.29,3.8,0.08,elliptical
obj_0077054,15.08,0.39,1.99,0.0,elliptical
obj_0077055,13.99,0.41,2.92,0.04,spiral
obj_0077056,13.64,0.68,3.19,0.71,spiral
obj_0077057,16.6,0.2,2.08,0.02,spiral
obj_0077058,11.79,0.14,1.67,0.22,elliptical
obj_0077059,18.92,1.22,3.09,0.16,elliptical
obj_0077060,15.07,0.68,2.49,0.21,spiral
obj_0077061,13.3,0.63,2.88,0.37,spiral
obj_0077062,16.78,-0.07,2.99,0.13,spiral
obj_0077063,15.8,0.69,1.97,0.34,elliptical
obj_0077064,14.58,0.65,2.47,0.03,spiral
obj_0077065,15.14,0.88,3.3,0.33,elliptical
obj_0077066,15.87,0.76,3.37,0.05,spiral
obj_0077067,17.63,0.9,3.76,0.07,spiral
obj_0077068,12.03,0.75,2.78,0.1,spiral
obj_0077069,16.48,0.32,2.8,0.06,elliptical
obj_0077070,18.47,0.59,2.19,0.13,spiral
obj_0077071,14.78,0.5,2.69,0.01,elliptical
obj_0077072,17.12,0.9,1.12,0.01,spiral
obj_0077073,17.01,0.82,3.23,0.24,spiral
obj_0077074,18.82,0.77,2.63,0.44,elliptical
obj_0077075,16.35,0.84,1.78,0.3,elliptical
obj_0077076,17.06,0.58,4.11,0.02,spiral
obj_0077077,17.6,0.87,1.54,0.64,spiral
obj_0077078,16.93,0.77,2.01,0.04,elliptical
obj_0077079,14.66,0.56,2.82,0.05,spiral
obj_0077080,14.91,0.36,1.73,0.3,spiral
obj_0077081,16.4,0.48,2.06,0.11,elliptical
obj_0077082,17.3,0.79,1.92,0.0,elliptical
obj_0077083,16.51,0.3,2.82,0.2,spiral
obj_0077084,14.45,1.15,2.45,0.36,spiral
obj_0077085,15.63,0.43,2.53,0.49,spiral
obj_0077086,13.92,0.35,2.23,0.13,elliptical
obj_0077087,16.88,0.5,3.7,0.17,spiral
obj_0077088,18.97,0.94,2.71,0.0,spiral
obj_0077089,16.79,0.23,2.49,0.47,elliptical
obj_0077090,13.07,1.04,3.51,0.04,elliptical
obj_0077091,16.16,0.91,1.64,0.21,elliptical
obj_0077092,15.98,1.14,3.07,0.03,spiral
obj_0077093,15.2,0.78,2.73,0.14,spiral
obj_0077094,12.93,0.69,3.77,0.35,elliptical
obj_0077095,16.72,0.09,2.68,0.02,spiral
obj_0077096,17.42,0.64,2.33,0.17,elliptical
obj_0077097,14.67,0.22,2.3,0.14,spiral
obj_0077098,14.66,0.88,1.48,0.06,elliptical
obj_0077099,15.52,0.56,1.98,0.16,spiral
obj_0077100,18.61,0.2,3.85,0.12,elliptical
obj_0077101,15.57,0.72,1.5,0.0,elliptical
obj_0077102,14.85,0.48,2.2,0.52,spiral
obj_0077103,15.4,0.93,3.5,0.18,spiral
obj_0077104,16.87,0.5,2.44,0.45,spiral
obj_0077105,12.97,0.12,3.95,0.05,spiral
obj_0077106,15.65,0.42,3.7,0.13,spiral
obj_0077107,15.48,0.57,2.51,0.0,elliptical
obj_0077108,15.84,0.97,2.9,0.2,spiral
obj_0077109,14.96,0.64,2.97,0.19,spiral
obj_0077110,14.0,0.54,0.56,0.28,spiral
obj_0077111,17.4,0.6,2.61,0.34,elliptical
obj_0077112,13.24,1.0,3.34,0.18,elliptical
obj_0077113,18.35,0.81,1.51,0.07,elliptical
obj_0077114,16.52,0.89,1.58,0.19,spiral
obj_0077115,17.02,0.78,2.08,0.18,spiral
obj_0077116,16.09,0.59,0.99,0.12,spiral
obj_0077117,17.77,0.69,1.63,0.19,spiral
obj_0077118,16.8,0.57,1.06,0.32,elliptical
obj_0077119,17.96,0.58,2.47,0.28,elliptical
obj_0077120,17.27,0.28,3.19,0.2,spiral
obj_0077121,17.68,-0.1,3.89,0.23,elliptical
obj_0077122,14.93,0.23,2.65,0.42,elliptical
obj_0077123,15.43,0.5,3.15,0.07,elliptical
obj_0077124,16.02,0.66,2.27,0.01,elliptical
obj_0077125,16.01,0.5,2.79,0.01,elliptical
obj_0077126,16.86,1.1,2.05,0.04,spiral
obj_0077127,14.88,0.59,3.51,0.25,elliptical
obj_0077128,15.99,0.03,2.72,0.13,spiral
obj_0077129,16.94,0.44,2.75,0.04,spiral
obj_0077130,13.13,0.9,2.8,0.05,elliptical
obj_0077131,17.59,0.84,2.01,0.2,spiral
obj_0077132,19.07,0.43,1.4,0.02,elliptical
obj_0077133,14.63,1.38,2.37,0.21,spiral
obj_0077134,18.22,0.53,2.22,0.11,spiral
obj_0077135,16.34,0.76,2.21,0.05,elliptical
